000001	0.05899104963384866
000010	0.05912666124220233
000011	0.029563330621101166
000100	0.05749932194195823
000101	0.02563059397884459
000110	0.03824247355573637
000111	0.016680227827502035
001000	0.050854353132628156
001001	0.027393544887442365
001010	0.026851098454027666
001011	0.013018714401952807
001100	0.02997016544616219
001101	0.013832384052074858
001110	0.018578790344453484
001111	0.010442093843232981
010000	0.03932736642256577
010001	0.0402766476810415
010010	0.020748576078112285
010011	0.02034174125305126
010100	0.01871440195280716
010101	0.02007051803634391
010110	0.009899647409818281
010111	0.013154326010306482
011000	0.01871440195280716
011001	0.016273393002441006
011010	0.010035259018171955
011011	0.01017087062652563
011100	0.00935720097640358
011101	0.008136696501220503
011110	0.007458638459452129
011111	0.0067805804176837535
100000	0.02698671006238134
100001	0.014103607268782207
100010	0.020206129644697587
100011	0.008950366151342554
100100	0.01898562516951451
100101	0.008543531326281528
100110	0.014510442093843234
100111	0.00827230810957418
101000	0.011526986710062382
101001	0.0055600759425006785
101010	0.008679142934635205
101011	0.005153241117439653
101100	0.00881475454298888
101101	0.004882017900732303
101110	0.010035259018171955
101111	0.004610794684024953
110000	0.008543531326281528
110001	0.009492812584757255
110010	0.005966910767561703
110011	0.006373745592622729
110100	0.005966910767561703
110101	0.004203959858963927
110110	0.0058312991592080286
110111	0.004475183075671277
111000	0.003661513425549227
111001	0.003525901817195552
111010	0.0021697857336588013
111011	0.003525901817195552
111100	0.003932736642256577
111101	0.0024410089503661514
111110	0.0020341741253051262
111111	0.001898562516951451
