,"θ_0,0","θ_0,1","θ_0,2","θ_0,3","θ_0,4","θ_0,5","θ_1,0","θ_1,1","θ_1,2","θ_1,3","θ_1,4","θ_1,5","θ_2,0","θ_2,1","θ_2,2","θ_2,3","θ_2,4","θ_2,5","θ_3,0","θ_3,1","θ_3,2","θ_3,3","θ_3,4","θ_3,5","θ_4,0","θ_4,1","θ_4,2","θ_4,3","θ_4,4","θ_4,5","θ_5,0","θ_5,1","θ_5,2","θ_5,3","θ_5,4","θ_5,5",loss
0,1.2638136251482766,-0.0035921550526289052,-0.0018444921740252405,-0.0019771755563288275,0.001846012331085362,-0.001910167328688148,-0.0035921550526289052,1.256515965603906,0.0009625306888101405,-0.0008373665451964441,-0.004553724923162939,0.0006964967310460296,-0.0018444921740252405,0.0009625306888101405,1.2248865019375828,0.0009181765126466042,-0.002585353595115632,0.001080971515543508,-0.0019771755563288275,-0.0008373665451964441,0.0009181765126466042,1.1840274311685017,-0.0002686892982007977,3.2191658147020056e-06,0.001846012331085362,-0.004553724923162939,-0.002585353595115632,-0.0002686892982007977,1.097573574831217,-0.0010277214670818045,-0.001910167328688148,0.0006964967310460296,0.001080971515543508,3.2191658147020056e-06,-0.0010277214670818045,0.9445903222971371,0.09309363009567587
1,1.2638136251482766,-0.0070899917901546235,-0.0036621887178630817,-0.0039280425064258375,0.0037061981940572104,-0.0038013521332223047,-0.0070899917901546235,1.256515965603906,0.0019199999696049423,-0.0016487792323806641,-0.009028064583802401,0.001388427800870817,-0.0036621887178630817,0.0019199999696049423,1.2248865019375828,0.0018432149462603692,-0.005084349848656142,0.002153543910375047,-0.0039280425064258375,-0.0016487792323806641,0.0018432149462603692,1.1840274311685017,-0.000495766017593222,1.8317441343025058e-05,0.0037061981940572104,-0.009028064583802401,-0.005084349848656142,-0.000495766017593222,1.097573574831217,-0.002019464180636336,-0.0038013521332223047,0.001388427800870817,0.002153543910375047,1.8317441343025058e-05,-0.002019464180636336,0.9445903222971371,0.08967687675411926
2,1.2638136251482766,-0.010495061140506946,-0.005453446926445183,-0.005852428025310595,0.005578980024264978,-0.0056731754212937064,-0.010495061140506946,1.256515965603906,0.0028730691826059445,-0.0024339988526624733,-0.013424854160264638,0.0020765926363614635,-0.005453446926445183,0.0028730691826059445,1.2248865019375828,0.002774843615584767,-0.0075005410485327224,0.003218126435793215,-0.005852428025310595,-0.0024339988526624733,0.002774843615584767,1.1840274311685017,-0.0006836299144948499,4.525455854710689e-05,0.005578980024264978,-0.013424854160264638,-0.0075005410485327224,-0.0006836299144948499,1.097573574831217,-0.00297680284626138,-0.0056731754212937064,0.0020765926363614635,0.003218126435793215,4.525455854710689e-05,-0.00297680284626138,0.9445903222971371,0.08646196374717499
3,1.2638136251482766,-0.01380892493594206,-0.007218606782388661,-0.007750180306280816,0.007462833169443601,-0.007525278211338891,-0.01380892493594206,1.256515965603906,0.0038223432492566125,-0.0031928499852081262,-0.017745853748470628,0.0027617298084499304,-0.007218606782388661,0.0038223432492566125,1.2248865019375828,0.003712786958422672,-0.00983732972724495,0.004275106749593862,-0.007750180306280816,-0.0031928499852081262,0.003712786958422672,1.1840274311685017,-0.0008345738046678479,8.397593769676111e-05,0.007462833169443601,-0.017745853748470628,-0.00983732972724495,-0.0008345738046678479,1.097573574831217,-0.0039012527505737143,-0.007525278211338891,0.0027617298084499304,0.004275106749593862,8.397593769676111e-05,-0.0039012527505737143,0.9445903222971371,0.0834378074563238
4,1.2638136251482766,-0.01703315585622735,-0.008957993339450115,-0.00962116908836262,0.009356286194504055,-0.009357322284721392,-0.01703315585622735,1.256515965603906,0.0047683735952170235,-0.003925217191930459,-0.021992751436461424,0.0034445198575521895,-0.008957993339450115,0.0047683735952170235,1.2248865019375828,0.004656765889977047,-0.012097974802343923,0.005324851439452524,-0.00962116908836262,-0.003925217191930459,0.004656765889977047,1.1840274311685017,-0.0009507881336148803,0.00013441319537243668,0.009356286194504055,-0.021992751436461424,-0.012097974802343923,-0.0009507881336148803,1.097573574831217,-0.004794272089054876,-0.009357322284721392,0.0034445198575521895,0.005324851439452524,0.00013441319537243668,-0.004794272089054876,0.9445903222971371,0.08059394575906141
5,1.2638136251482766,-0.020169337176245673,-0.010671918915515591,-0.011465286058226443,0.011257920942128874,-0.011168990827970772,-0.020169337176245673,1.256515965603906,0.005711660954678472,-0.004631041351828503,-0.02616716633251153,0.004125588029816149,-0.010671918915515591,0.005711660954678472,1.2248865019375828,0.005606498164785882,-0.014285597521304169,0.006367706562792147,-0.011465286058226443,-0.004631041351828503,0.005606498164785882,1.1840274311685017,-0.0010343653599045716,0.00019648467509942317,0.011257920942128874,-0.02616716633251153,-0.014285597521304169,-0.0010343653599045716,1.097573574831217,-0.005657264187820263,-0.011168990827970772,0.004125588029816149,0.006367706562792147,0.00019648467509942317,-0.005657264187820263,0.9445903222971371,0.07792050117355231
6,1.2638136251482766,-0.0232190623325652,-0.012360685101120343,-0.013282445131272903,0.01316637238011504,-0.012959988967080427,-0.0232190623325652,1.256515965603906,0.006652658064209917,-0.005310316129569882,-0.030270651540698586,0.004805506928461201,-0.012360685101120343,0.006652658064209917,1.2248865019375828,0.006561698746261673,-0.016403187207725056,0.007403998201891868,-0.013282445131272903,-0.005310316129569882,0.006561698746261673,1.1840274311685017,-0.0010873041557423267,0.00027009599725012014,0.01316637238011504,-0.030270651540698586,-0.016403187207725056,-0.0010873041557423267,1.097573574831217,-0.006491579623414633,-0.012959988967080427,0.004805506928461201,0.007403998201891868,0.00027009599725012014,-0.006491579623414633,0.9445903222971371,0.07540814657281719
7,1.2638136251482766,-0.026183934323607657,-0.014024584589898532,-0.015072582616983164,0.01508032826327749,-0.01473004419635903,-0.026183934323607657,1.256515965603906,0.007591772253233357,-0.005963084573557547,-0.03430469707851071,0.00548479908382686,-0.014024584589898532,0.007591772253233357,1.2248865019375828,0.00752208018341153,-0.01845360680747886,0.00843403303281712,-0.015072582616983164,-0.005963084573557547,0.00752208018341153,1.1840274311685017,-0.0011115134295772756,0.00035514062496094225,0.01508032826327749,-0.03430469707851071,-0.01845360680747886,-0.0011115134295772756,1.097573574831217,-0.007298518244828886,-0.01473004419635903,0.00548479908382686,0.00843403303281712,0.00035514062496094225,-0.007298518244828886,0.9445903222971371,0.07304807325521447
8,1.2638136251482766,-0.029065564958067763,-0.015663902837719932,-0.016835657273974364,0.016998528634870988,-0.016478906704784697,-0.029065564958067763,1.256515965603906,0.008529367937240517,-0.006589435839290949,-0.03827073273173919,0.006163939445171557,-0.015663902837719932,0.008529367937240517,1.2248865019375828,0.008487352993966732,-0.020439598234861415,0.009458098906617961,-0.016835657273974364,-0.006589435839290949,0.008487352993966732,1.1840274311685017,-0.001108816175979702,0.00045150044293722593,0.016998528634870988,-0.03827073273173919,-0.020439598234861415,-0.001108816175979702,1.097573574831217,-0.008079331101977642,-0.016478906704784697,0.006163939445171557,0.009458098906617961,0.00045150044293722593,-0.008079331101977642,0.9445903222971371,0.07083196117492822
9,1.2638136251482766,-0.03186557396618824,-0.01727891955757873,-0.018571650260500675,0.018919765189887746,-0.018206349603224842,-0.03186557396618824,1.256515965603906,0.009465769018996668,-0.0071895020343254595,-0.04217013084253928,0.00684335779676684,-0.01727891955757873,0.009465769018996668,1.2248865019375828,0.009457226052877514,-0.022363787520012484,0.010476465441145699,-0.018571650260500675,-0.0071895020343254595,0.009457226052877514,1.1840274311685017,-0.0010809531583536207,0.0005590463461585371,0.018919765189887746,-0.04217013084253928,-0.022363787520012484,-0.0010809531583536207,1.097573574831217,-0.008835222284881955,-0.018206349603224842,0.00684335779676684,0.010476465441145699,0.0005590463461585371,-0.008835222284881955,0.9445903222971371,0.06875195115235305
